sName,Level of Identity,Level of Skills,Level of Knowledge,Context of Performance,Personal Factors,Fixed Factors,Avg_Identity,Avg_Skills,Avg_Knowledge,Avg_cPerfromance,Avg_pFactors,Avg_fFactors,Overall,Sub1,Sub2,Sub3,Sub4,Sub5,Sub6,Sub7,Sub8,GWA
Lindsay Martinez,"{'Q1': 1, 'Q2': 2, 'Q3': 1, 'Q4': 2}","{'Q1': 2, 'Q2': 3, 'Q3': 3, 'Q4': 1}","{'Q1': 1, 'Q2': 4, 'Q3': 1, 'Q4': 4}","{'Q1': 4, 'Q2': 2, 'Q3': 3, 'Q4': 4}","{'Q1': 2, 'Q2': 3, 'Q3': 4, 'Q4': 4}","{'Q1': 1, 'Q2': 2, 'Q3': 1, 'Q4': 2}",1.5,2.25,2.5,3.25,3.25,1.5,2.38,1.75,2.5,3.0,1.5,1.0,1.5,1.25,1.25,1.72
Dr. Hannah Patterson,"{'Q1': 2, 'Q2': 4, 'Q3': 3, 'Q4': 2}","{'Q1': 4, 'Q2': 4, 'Q3': 4, 'Q4': 3}","{'Q1': 2, 'Q2': 3, 'Q3': 4, 'Q4': 4}","{'Q1': 2, 'Q2': 1, 'Q3': 4, 'Q4': 3}","{'Q1': 1, 'Q2': 2, 'Q3': 3, 'Q4': 3}","{'Q1': 4, 'Q2': 3, 'Q3': 2, 'Q4': 3}",2.75,3.75,3.25,2.5,2.25,3.0,2.92,1.5,2.0,1.25,3.0,3.0,3.0,2.75,2.5,2.38
Jonathan Peterson,"{'Q1': 1, 'Q2': 1, 'Q3': 2, 'Q4': 1}","{'Q1': 2, 'Q2': 1, 'Q3': 1, 'Q4': 3}","{'Q1': 3, 'Q2': 4, 'Q3': 3, 'Q4': 1}","{'Q1': 1, 'Q2': 3, 'Q3': 2, 'Q4': 4}","{'Q1': 2, 'Q2': 2, 'Q3': 3, 'Q4': 3}","{'Q1': 4, 'Q2': 3, 'Q3': 2, 'Q4': 4}",1.25,1.75,2.75,2.5,2.5,3.25,2.33,2.75,1.5,2.5,2.25,2.75,1.75,3.0,2.0,2.31
Samantha Garcia,"{'Q1': 4, 'Q2': 1, 'Q3': 4, 'Q4': 2}","{'Q1': 3, 'Q2': 2, 'Q3': 2, 'Q4': 3}","{'Q1': 2, 'Q2': 2, 'Q3': 3, 'Q4': 2}","{'Q1': 1, 'Q2': 1, 'Q3': 1, 'Q4': 2}","{'Q1': 2, 'Q2': 2, 'Q3': 4, 'Q4': 1}","{'Q1': 4, 'Q2': 2, 'Q3': 3, 'Q4': 1}",2.75,2.5,2.25,1.25,2.25,2.5,2.25,1.5,2.25,2.25,1.5,2.25,2.75,2.75,3.0,2.28
Madison Poole,"{'Q1': 2, 'Q2': 2, 'Q3': 4, 'Q4': 1}","{'Q1': 1, 'Q2': 2, 'Q3': 2, 'Q4': 1}","{'Q1': 3, 'Q2': 2, 'Q3': 4, 'Q4': 4}","{'Q1': 4, 'Q2': 4, 'Q3': 2, 'Q4': 3}","{'Q1': 3, 'Q2': 4, 'Q3': 2, 'Q4': 1}","{'Q1': 3, 'Q2': 2, 'Q3': 3, 'Q4': 1}",2.25,1.5,3.25,3.25,2.5,2.25,2.5,1.25,1.0,2.5,2.0,2.5,2.25,2.0,2.0,1.94
Jessica Gross,"{'Q1': 4, 'Q2': 1, 'Q3': 1, 'Q4': 4}","{'Q1': 2, 'Q2': 1, 'Q3': 4, 'Q4': 2}","{'Q1': 2, 'Q2': 1, 'Q3': 2, 'Q4': 4}","{'Q1': 1, 'Q2': 3, 'Q3': 2, 'Q4': 3}","{'Q1': 3, 'Q2': 1, 'Q3': 4, 'Q4': 2}","{'Q1': 3, 'Q2': 4, 'Q3': 3, 'Q4': 4}",2.5,2.25,2.25,2.25,2.5,3.5,2.54,1.75,2.5,1.25,2.25,1.25,1.5,1.0,2.25,1.72
Debra Morton,"{'Q1': 3, 'Q2': 2, 'Q3': 1, 'Q4': 1}","{'Q1': 2, 'Q2': 4, 'Q3': 1, 'Q4': 2}","{'Q1': 2, 'Q2': 4, 'Q3': 1, 'Q4': 1}","{'Q1': 3, 'Q2': 2, 'Q3': 1, 'Q4': 3}","{'Q1': 4, 'Q2': 1, 'Q3': 4, 'Q4': 4}","{'Q1': 1, 'Q2': 3, 'Q3': 4, 'Q4': 1}",1.75,2.25,2.0,2.25,3.25,2.25,2.29,1.75,2.5,2.0,2.5,1.5,1.0,2.25,1.0,1.81
Karen Graham,"{'Q1': 4, 'Q2': 3, 'Q3': 2, 'Q4': 3}","{'Q1': 4, 'Q2': 1, 'Q3': 2, 'Q4': 3}","{'Q1': 2, 'Q2': 4, 'Q3': 1, 'Q4': 3}","{'Q1': 4, 'Q2': 3, 'Q3': 3, 'Q4': 4}","{'Q1': 2, 'Q2': 2, 'Q3': 1, 'Q4': 1}","{'Q1': 4, 'Q2': 4, 'Q3': 4, 'Q4': 3}",3.0,2.5,2.5,3.5,1.5,3.75,2.79,1.5,1.25,1.75,1.0,2.75,1.0,1.25,1.0,1.44
Debra Christian,"{'Q1': 2, 'Q2': 1, 'Q3': 1, 'Q4': 4}","{'Q1': 4, 'Q2': 1, 'Q3': 3, 'Q4': 1}","{'Q1': 2, 'Q2': 3, 'Q3': 2, 'Q4': 4}","{'Q1': 1, 'Q2': 4, 'Q3': 1, 'Q4': 2}","{'Q1': 4, 'Q2': 3, 'Q3': 4, 'Q4': 1}","{'Q1': 4, 'Q2': 2, 'Q3': 1, 'Q4': 1}",2.0,2.25,2.75,2.0,3.0,2.0,2.33,1.5,1.75,1.75,2.25,2.5,1.75,1.25,2.75,1.94
Angelica Keith,"{'Q1': 4, 'Q2': 3, 'Q3': 3, 'Q4': 2}","{'Q1': 3, 'Q2': 3, 'Q3': 4, 'Q4': 4}","{'Q1': 4, 'Q2': 3, 'Q3': 4, 'Q4': 4}","{'Q1': 2, 'Q2': 3, 'Q3': 3, 'Q4': 2}","{'Q1': 4, 'Q2': 2, 'Q3': 4, 'Q4': 2}","{'Q1': 3, 'Q2': 3, 'Q3': 3, 'Q4': 2}",3.0,3.5,3.75,2.5,3.0,2.75,3.08,3.0,1.25,2.75,2.0,1.25,1.75,1.5,3.0,2.06
John Bishop,"{'Q1': 4, 'Q2': 1, 'Q3': 4, 'Q4': 3}","{'Q1': 3, 'Q2': 4, 'Q3': 1, 'Q4': 2}","{'Q1': 4, 'Q2': 3, 'Q3': 4, 'Q4': 1}","{'Q1': 4, 'Q2': 2, 'Q3': 1, 'Q4': 3}","{'Q1': 3, 'Q2': 2, 'Q3': 3, 'Q4': 3}","{'Q1': 1, 'Q2': 1, 'Q3': 3, 'Q4': 3}",3.0,2.5,3.0,2.5,2.75,2.0,2.62,1.75,3.0,3.0,3.0,2.5,1.25,1.5,2.25,2.28
Allen Rosales,"{'Q1': 4, 'Q2': 1, 'Q3': 4, 'Q4': 3}","{'Q1': 1, 'Q2': 3, 'Q3': 1, 'Q4': 3}","{'Q1': 2, 'Q2': 1, 'Q3': 3, 'Q4': 3}","{'Q1': 4, 'Q2': 3, 'Q3': 2, 'Q4': 4}","{'Q1': 4, 'Q2': 1, 'Q3': 1, 'Q4': 4}","{'Q1': 4, 'Q2': 3, 'Q3': 1, 'Q4': 4}",3.0,2.0,2.25,3.25,2.5,3.0,2.67,2.75,2.0,1.5,1.5,1.75,2.25,1.5,2.5,1.97
Daniel Salinas,"{'Q1': 1, 'Q2': 2, 'Q3': 2, 'Q4': 1}","{'Q1': 1, 'Q2': 1, 'Q3': 4, 'Q4': 3}","{'Q1': 4, 'Q2': 1, 'Q3': 3, 'Q4': 2}","{'Q1': 2, 'Q2': 1, 'Q3': 2, 'Q4': 4}","{'Q1': 3, 'Q2': 1, 'Q3': 2, 'Q4': 1}","{'Q1': 2, 'Q2': 2, 'Q3': 1, 'Q4': 4}",1.5,2.25,2.5,2.25,1.75,2.25,2.08,2.0,1.0,2.25,2.75,1.0,1.5,1.5,1.75,1.72
Spencer Haynes,"{'Q1': 1, 'Q2': 1, 'Q3': 3, 'Q4': 1}","{'Q1': 3, 'Q2': 2, 'Q3': 1, 'Q4': 1}","{'Q1': 3, 'Q2': 1, 'Q3': 2, 'Q4': 2}","{'Q1': 2, 'Q2': 3, 'Q3': 3, 'Q4': 4}","{'Q1': 3, 'Q2': 3, 'Q3': 2, 'Q4': 4}","{'Q1': 3, 'Q2': 3, 'Q3': 4, 'Q4': 4}",1.5,1.75,2.0,3.0,3.0,3.5,2.46,1.0,1.5,2.25,2.25,1.0,2.5,2.5,2.75,1.97
Adam Vaughan,"{'Q1': 3, 'Q2': 1, 'Q3': 3, 'Q4': 3}","{'Q1': 2, 'Q2': 3, 'Q3': 1, 'Q4': 2}","{'Q1': 4, 'Q2': 2, 'Q3': 4, 'Q4': 4}","{'Q1': 3, 'Q2': 1, 'Q3': 1, 'Q4': 4}","{'Q1': 1, 'Q2': 4, 'Q3': 1, 'Q4': 2}","{'Q1': 2, 'Q2': 3, 'Q3': 1, 'Q4': 3}",2.5,2.0,3.5,2.25,2.0,2.25,2.42,,2.75,2.5,1.5,1.5,2.5,3.0,1.25,3.0
Nathan Freeman,"{'Q1': 4, 'Q2': 2, 'Q3': 1, 'Q4': 2}","{'Q1': 2, 'Q2': 2, 'Q3': 1, 'Q4': 3}","{'Q1': 3, 'Q2': 3, 'Q3': 4, 'Q4': 1}","{'Q1': 2, 'Q2': 3, 'Q3': 3, 'Q4': 2}","{'Q1': 4, 'Q2': 1, 'Q3': 1, 'Q4': 3}","{'Q1': 2, 'Q2': 4, 'Q3': 3, 'Q4': 4}",2.25,2.0,2.75,2.5,2.25,3.25,2.5,2.75,1.75,3.0,2.25,2.75,2.75,1.5,2.5,2.41
Melissa Brewer,"{'Q1': 2, 'Q2': 4, 'Q3': 2, 'Q4': 2}","{'Q1': 3, 'Q2': 2, 'Q3': 2, 'Q4': 3}","{'Q1': 4, 'Q2': 1, 'Q3': 2, 'Q4': 2}","{'Q1': 2, 'Q2': 2, 'Q3': 2, 'Q4': 3}","{'Q1': 3, 'Q2': 1, 'Q3': 3, 'Q4': 1}","{'Q1': 3, 'Q2': 1, 'Q3': 1, 'Q4': 3}",2.5,2.5,2.25,2.25,2.0,2.0,2.25,3.0,2.75,1.25,2.25,2.0,3.0,2.5,1.0,2.22
Ricky Davis II,"{'Q1': 1, 'Q2': 3, 'Q3': 1, 'Q4': 1}","{'Q1': 2, 'Q2': 2, 'Q3': 3, 'Q4': 1}","{'Q1': 2, 'Q2': 4, 'Q3': 1, 'Q4': 4}","{'Q1': 1, 'Q2': 4, 'Q3': 4, 'Q4': 2}","{'Q1': 1, 'Q2': 3, 'Q3': 3, 'Q4': 3}","{'Q1': 3, 'Q2': 4, 'Q3': 4, 'Q4': 2}",1.5,2.0,2.75,2.75,2.5,3.25,2.46,3.0,2.25,1.25,2.25,2.5,1.25,1.0,2.0,1.94
Elizabeth Perkins,"{'Q1': 2, 'Q2': 2, 'Q3': 1, 'Q4': 1}","{'Q1': 2, 'Q2': 1, 'Q3': 2, 'Q4': 2}","{'Q1': 2, 'Q2': 3, 'Q3': 2, 'Q4': 2}","{'Q1': 1, 'Q2': 3, 'Q3': 3, 'Q4': 4}","{'Q1': 4, 'Q2': 2, 'Q3': 1, 'Q4': 2}","{'Q1': 2, 'Q2': 3, 'Q3': 1, 'Q4': 2}",1.5,1.75,2.25,2.75,2.25,2.0,2.08,2.75,3.0,2.25,2.5,2.0,1.75,2.25,1.75,2.28
Joseph Coleman,"{'Q1': 2, 'Q2': 3, 'Q3': 3, 'Q4': 1}","{'Q1': 2, 'Q2': 4, 'Q3': 1, 'Q4': 1}","{'Q1': 3, 'Q2': 1, 'Q3': 2, 'Q4': 1}","{'Q1': 2, 'Q2': 1, 'Q3': 4, 'Q4': 1}","{'Q1': 4, 'Q2': 4, 'Q3': 1, 'Q4': 1}","{'Q1': 2, 'Q2': 1, 'Q3': 4, 'Q4': 4}",2.25,2.0,1.75,2.0,2.5,2.75,2.21,1.25,2.25,1.25,2.25,1.25,2.0,2.5,2.25,1.88
Erin Warner,"{'Q1': 3, 'Q2': 1, 'Q3': 4, 'Q4': 2}","{'Q1': 2, 'Q2': 3, 'Q3': 2, 'Q4': 4}","{'Q1': 3, 'Q2': 3, 'Q3': 3, 'Q4': 4}","{'Q1': 2, 'Q2': 2, 'Q3': 4, 'Q4': 2}","{'Q1': 2, 'Q2': 2, 'Q3': 3, 'Q4': 2}","{'Q1': 4, 'Q2': 3, 'Q3': 3, 'Q4': 4}",2.5,2.75,3.25,2.5,2.25,3.5,2.79,1.75,3.0,1.25,2.75,1.5,1.5,1.0,2.25,1.88
David Martinez,"{'Q1': 1, 'Q2': 1, 'Q3': 1, 'Q4': 3}","{'Q1': 2, 'Q2': 4, 'Q3': 2, 'Q4': 1}","{'Q1': 1, 'Q2': 4, 'Q3': 3, 'Q4': 2}","{'Q1': 1, 'Q2': 1, 'Q3': 4, 'Q4': 2}","{'Q1': 2, 'Q2': 4, 'Q3': 2, 'Q4': 3}","{'Q1': 1, 'Q2': 4, 'Q3': 4, 'Q4': 3}",1.5,2.25,2.5,2.0,2.75,3.0,2.33,1.25,2.75,1.0,2.25,1.5,1.75,1.25,2.25,1.75
Bryan Herrera,"{'Q1': 1, 'Q2': 4, 'Q3': 3, 'Q4': 2}","{'Q1': 2, 'Q2': 1, 'Q3': 3, 'Q4': 3}","{'Q1': 4, 'Q2': 2, 'Q3': 4, 'Q4': 1}","{'Q1': 3, 'Q2': 2, 'Q3': 4, 'Q4': 4}","{'Q1': 2, 'Q2': 1, 'Q3': 3, 'Q4': 1}","{'Q1': 1, 'Q2': 2, 'Q3': 1, 'Q4': 3}",2.5,2.25,2.75,3.25,1.75,1.75,2.38,1.75,2.25,1.0,3.0,1.0,1.5,1.5,1.75,1.72
Cathy Robinson,"{'Q1': 4, 'Q2': 1, 'Q3': 4, 'Q4': 1}","{'Q1': 2, 'Q2': 2, 'Q3': 3, 'Q4': 4}","{'Q1': 2, 'Q2': 4, 'Q3': 3, 'Q4': 3}","{'Q1': 3, 'Q2': 4, 'Q3': 4, 'Q4': 3}","{'Q1': 4, 'Q2': 3, 'Q3': 3, 'Q4': 2}","{'Q1': 2, 'Q2': 3, 'Q3': 4, 'Q4': 2}",2.5,2.75,3.0,3.5,3.0,2.75,2.92,1.0,2.5,1.75,2.25,1.75,1.5,1.75,2.0,1.81
Dr. William Warren,"{'Q1': 4, 'Q2': 3, 'Q3': 1, 'Q4': 3}","{'Q1': 3, 'Q2': 3, 'Q3': 4, 'Q4': 3}","{'Q1': 1, 'Q2': 1, 'Q3': 4, 'Q4': 3}","{'Q1': 3, 'Q2': 1, 'Q3': 4, 'Q4': 3}","{'Q1': 3, 'Q2': 4, 'Q3': 4, 'Q4': 4}","{'Q1': 3, 'Q2': 4, 'Q3': 3, 'Q4': 1}",2.75,3.25,2.25,2.75,3.75,2.75,2.92,1.75,2.0,2.25,1.5,2.75,1.0,2.0,1.0,1.78
Brian Lee,"{'Q1': 4, 'Q2': 1, 'Q3': 2, 'Q4': 2}","{'Q1': 3, 'Q2': 4, 'Q3': 4, 'Q4': 1}","{'Q1': 2, 'Q2': 4, 'Q3': 4, 'Q4': 3}","{'Q1': 1, 'Q2': 4, 'Q3': 3, 'Q4': 4}","{'Q1': 3, 'Q2': 3, 'Q3': 2, 'Q4': 4}","{'Q1': 3, 'Q2': 1, 'Q3': 3, 'Q4': 4}",2.25,3.0,3.25,3.0,3.0,2.75,2.88,3.0,2.75,1.5,1.75,1.75,1.5,3.0,2.0,2.16
Christopher Smith,"{'Q1': 1, 'Q2': 4, 'Q3': 2, 'Q4': 1}","{'Q1': 2, 'Q2': 1, 'Q3': 4, 'Q4': 3}","{'Q1': 1, 'Q2': 2, 'Q3': 1, 'Q4': 4}","{'Q1': 1, 'Q2': 2, 'Q3': 4, 'Q4': 4}","{'Q1': 2, 'Q2': 4, 'Q3': 2, 'Q4': 1}","{'Q1': 1, 'Q2': 1, 'Q3': 4, 'Q4': 1}",2.0,2.5,2.0,2.75,2.25,1.75,2.21,1.5,2.0,1.25,2.0,1.25,1.75,2.5,1.0,1.66
Denise Mccann,"{'Q1': 2, 'Q2': 1, 'Q3': 4, 'Q4': 4}","{'Q1': 4, 'Q2': 3, 'Q3': 1, 'Q4': 1}","{'Q1': 4, 'Q2': 3, 'Q3': 1, 'Q4': 4}","{'Q1': 4, 'Q2': 4, 'Q3': 3, 'Q4': 2}","{'Q1': 1, 'Q2': 4, 'Q3': 2, 'Q4': 3}","{'Q1': 3, 'Q2': 3, 'Q3': 1, 'Q4': 3}",2.75,2.25,3.0,3.25,2.5,2.5,2.71,2.5,3.0,2.5,2.5,3.0,2.25,1.5,2.0,2.41
Melissa Martinez,"{'Q1': 3, 'Q2': 2, 'Q3': 3, 'Q4': 4}","{'Q1': 1, 'Q2': 3, 'Q3': 2, 'Q4': 2}","{'Q1': 4, 'Q2': 1, 'Q3': 3, 'Q4': 3}","{'Q1': 4, 'Q2': 3, 'Q3': 2, 'Q4': 1}","{'Q1': 3, 'Q2': 3, 'Q3': 2, 'Q4': 1}","{'Q1': 1, 'Q2': 2, 'Q3': 3, 'Q4': 1}",3.0,2.0,2.75,2.5,2.25,1.75,2.38,1.75,2.5,2.5,1.0,2.25,1.5,1.25,1.5,1.78
Katherine Salas,"{'Q1': 1, 'Q2': 4, 'Q3': 4, 'Q4': 1}","{'Q1': 2, 'Q2': 4, 'Q3': 4, 'Q4': 3}","{'Q1': 2, 'Q2': 2, 'Q3': 2, 'Q4': 1}","{'Q1': 1, 'Q2': 1, 'Q3': 1, 'Q4': 1}","{'Q1': 3, 'Q2': 4, 'Q3': 1, 'Q4': 4}","{'Q1': 3, 'Q2': 2, 'Q3': 2, 'Q4': 3}",2.5,3.25,1.75,1.0,3.0,2.5,2.33,1.75,1.75,1.75,1.5,1.0,2.75,3.0,3.0,2.06
Julie Alexander,"{'Q1': 3, 'Q2': 2, 'Q3': 4, 'Q4': 4}","{'Q1': 4, 'Q2': 3, 'Q3': 1, 'Q4': 3}","{'Q1': 2, 'Q2': 2, 'Q3': 1, 'Q4': 2}","{'Q1': 2, 'Q2': 4, 'Q3': 1, 'Q4': 4}","{'Q1': 2, 'Q2': 3, 'Q3': 4, 'Q4': 2}","{'Q1': 2, 'Q2': 3, 'Q3': 4, 'Q4': 4}",3.25,2.75,1.75,2.75,2.75,3.25,2.75,3.0,1.5,2.25,2.5,2.0,1.25,1.5,1.0,1.88
Anthony Everett,"{'Q1': 2, 'Q2': 4, 'Q3': 2, 'Q4': 2}","{'Q1': 4, 'Q2': 1, 'Q3': 1, 'Q4': 3}","{'Q1': 3, 'Q2': 4, 'Q3': 3, 'Q4': 3}","{'Q1': 4, 'Q2': 4, 'Q3': 4, 'Q4': 4}","{'Q1': 3, 'Q2': 2, 'Q3': 4, 'Q4': 1}","{'Q1': 2, 'Q2': 3, 'Q3': 4, 'Q4': 1}",2.5,2.25,3.25,4.0,2.5,2.5,2.83,3.0,1.5,3.0,1.25,1.5,1.5,2.25,2.75,2.09
Rodney Morales,"{'Q1': 2, 'Q2': 1, 'Q3': 3, 'Q4': 3}","{'Q1': 2, 'Q2': 4, 'Q3': 4, 'Q4': 2}","{'Q1': 4, 'Q2': 3, 'Q3': 4, 'Q4': 3}","{'Q1': 2, 'Q2': 4, 'Q3': 2, 'Q4': 2}","{'Q1': 4, 'Q2': 4, 'Q3': 1, 'Q4': 2}","{'Q1': 1, 'Q2': 1, 'Q3': 3, 'Q4': 2}",2.25,3.0,3.5,2.5,2.75,1.75,2.62,2.0,2.25,2.5,1.25,1.25,2.0,1.25,2.25,1.84
Mark Brown,"{'Q1': 1, 'Q2': 3, 'Q3': 3, 'Q4': 3}","{'Q1': 4, 'Q2': 2, 'Q3': 2, 'Q4': 1}","{'Q1': 1, 'Q2': 1, 'Q3': 2, 'Q4': 1}","{'Q1': 4, 'Q2': 2, 'Q3': 1, 'Q4': 1}","{'Q1': 2, 'Q2': 4, 'Q3': 4, 'Q4': 2}","{'Q1': 3, 'Q2': 2, 'Q3': 3, 'Q4': 3}",2.5,2.25,1.25,2.0,3.0,2.75,2.29,2.5,2.5,2.25,2.0,1.75,1.5,1.25,2.75,2.06
Justin Torres,"{'Q1': 4, 'Q2': 1, 'Q3': 3, 'Q4': 1}","{'Q1': 1, 'Q2': 3, 'Q3': 1, 'Q4': 2}","{'Q1': 4, 'Q2': 2, 'Q3': 3, 'Q4': 1}","{'Q1': 1, 'Q2': 4, 'Q3': 1, 'Q4': 3}","{'Q1': 1, 'Q2': 3, 'Q3': 1, 'Q4': 4}","{'Q1': 3, 'Q2': 4, 'Q3': 1, 'Q4': 1}",2.25,1.75,2.5,2.25,2.25,2.25,2.21,1.25,2.0,2.25,3.0,2.25,2.5,1.25,3.0,2.19
Bailey Duran DDS,"{'Q1': 3, 'Q2': 3, 'Q3': 1, 'Q4': 2}","{'Q1': 3, 'Q2': 4, 'Q3': 2, 'Q4': 3}","{'Q1': 2, 'Q2': 1, 'Q3': 2, 'Q4': 4}","{'Q1': 3, 'Q2': 3, 'Q3': 1, 'Q4': 2}","{'Q1': 2, 'Q2': 1, 'Q3': 4, 'Q4': 3}","{'Q1': 3, 'Q2': 1, 'Q3': 1, 'Q4': 2}",2.25,3.0,2.25,2.25,2.5,1.75,2.33,1.5,2.25,3.0,2.0,1.5,2.0,2.5,1.25,2.0
Courtney Mills,"{'Q1': 1, 'Q2': 2, 'Q3': 4, 'Q4': 1}","{'Q1': 1, 'Q2': 2, 'Q3': 3, 'Q4': 4}","{'Q1': 4, 'Q2': 3, 'Q3': 2, 'Q4': 4}","{'Q1': 3, 'Q2': 2, 'Q3': 2, 'Q4': 4}","{'Q1': 3, 'Q2': 1, 'Q3': 4, 'Q4': 4}","{'Q1': 4, 'Q2': 1, 'Q3': 3, 'Q4': 3}",2.0,2.5,3.25,2.75,3.0,2.75,2.71,3.0,1.5,1.75,3.0,1.75,2.0,2.25,1.0,2.03
Jeremy Dalton,"{'Q1': 2, 'Q2': 3, 'Q3': 4, 'Q4': 1}","{'Q1': 2, 'Q2': 2, 'Q3': 3, 'Q4': 3}","{'Q1': 3, 'Q2': 2, 'Q3': 3, 'Q4': 4}","{'Q1': 3, 'Q2': 4, 'Q3': 4, 'Q4': 4}","{'Q1': 3, 'Q2': 2, 'Q3': 2, 'Q4': 1}","{'Q1': 2, 'Q2': 1, 'Q3': 3, 'Q4': 3}",2.5,2.5,3.0,3.75,2.0,2.25,2.67,2.0,1.0,2.0,2.75,2.25,2.0,1.75,1.25,1.88
Elizabeth Oliver DDS,"{'Q1': 2, 'Q2': 2, 'Q3': 1, 'Q4': 2}","{'Q1': 1, 'Q2': 1, 'Q3': 2, 'Q4': 4}","{'Q1': 3, 'Q2': 2, 'Q3': 1, 'Q4': 4}","{'Q1': 1, 'Q2': 4, 'Q3': 2, 'Q4': 3}","{'Q1': 1, 'Q2': 3, 'Q3': 4, 'Q4': 2}","{'Q1': 4, 'Q2': 1, 'Q3': 4, 'Q4': 4}",1.75,2.0,2.5,2.5,2.5,3.25,2.42,2.0,1.5,2.25,1.5,1.0,1.5,2.0,1.25,1.62
Theresa Clark,"{'Q1': 1, 'Q2': 2, 'Q3': 3, 'Q4': 1}","{'Q1': 1, 'Q2': 4, 'Q3': 3, 'Q4': 3}","{'Q1': 2, 'Q2': 2, 'Q3': 3, 'Q4': 4}","{'Q1': 2, 'Q2': 3, 'Q3': 1, 'Q4': 3}","{'Q1': 2, 'Q2': 2, 'Q3': 2, 'Q4': 3}","{'Q1': 1, 'Q2': 4, 'Q3': 1, 'Q4': 1}",1.75,2.75,2.75,2.25,2.25,1.75,2.25,2.5,1.5,3.0,2.75,3.0,1.0,1.75,2.0,2.19
Matthew Moore,"{'Q1': 1, 'Q2': 4, 'Q3': 3, 'Q4': 1}","{'Q1': 1, 'Q2': 2, 'Q3': 3, 'Q4': 4}","{'Q1': 1, 'Q2': 1, 'Q3': 3, 'Q4': 4}","{'Q1': 3, 'Q2': 3, 'Q3': 3, 'Q4': 2}","{'Q1': 2, 'Q2': 4, 'Q3': 2, 'Q4': 1}","{'Q1': 1, 'Q2': 4, 'Q3': 1, 'Q4': 1}",2.25,2.5,2.25,2.75,2.25,1.75,2.29,1.0,1.5,2.75,1.75,1.0,3.0,2.0,2.75,1.97
Benjamin Smith,"{'Q1': 2, 'Q2': 2, 'Q3': 2, 'Q4': 4}","{'Q1': 2, 'Q2': 1, 'Q3': 3, 'Q4': 1}","{'Q1': 1, 'Q2': 4, 'Q3': 3, 'Q4': 4}","{'Q1': 3, 'Q2': 4, 'Q3': 3, 'Q4': 4}","{'Q1': 4, 'Q2': 2, 'Q3': 3, 'Q4': 3}","{'Q1': 3, 'Q2': 4, 'Q3': 4, 'Q4': 1}",2.5,1.75,3.0,3.5,3.0,3.0,2.79,2.0,2.0,1.0,2.75,2.0,2.0,2.25,1.5,1.94
Kirk Carter,"{'Q1': 1, 'Q2': 2, 'Q3': 4, 'Q4': 4}","{'Q1': 2, 'Q2': 2, 'Q3': 2, 'Q4': 4}","{'Q1': 4, 'Q2': 4, 'Q3': 3, 'Q4': 3}","{'Q1': 1, 'Q2': 4, 'Q3': 2, 'Q4': 4}","{'Q1': 2, 'Q2': 1, 'Q3': 3, 'Q4': 4}","{'Q1': 3, 'Q2': 3, 'Q3': 2, 'Q4': 2}",2.75,2.5,3.5,2.75,2.5,2.5,2.75,2.0,1.25,1.25,2.5,2.0,3.0,1.25,1.75,1.88
Michael Warner,"{'Q1': 1, 'Q2': 2, 'Q3': 3, 'Q4': 2}","{'Q1': 2, 'Q2': 2, 'Q3': 3, 'Q4': 4}","{'Q1': 3, 'Q2': 1, 'Q3': 2, 'Q4': 4}","{'Q1': 2, 'Q2': 4, 'Q3': 3, 'Q4': 1}","{'Q1': 1, 'Q2': 3, 'Q3': 1, 'Q4': 3}","{'Q1': 3, 'Q2': 4, 'Q3': 4, 'Q4': 1}",2.0,2.75,2.5,2.5,2.0,3.0,2.46,2.75,1.25,1.5,1.5,3.0,1.25,1.5,1.75,1.81
Michael Bradshaw,"{'Q1': 3, 'Q2': 3, 'Q3': 2, 'Q4': 3}","{'Q1': 4, 'Q2': 1, 'Q3': 2, 'Q4': 3}","{'Q1': 2, 'Q2': 4, 'Q3': 4, 'Q4': 4}","{'Q1': 2, 'Q2': 2, 'Q3': 3, 'Q4': 3}","{'Q1': 3, 'Q2': 1, 'Q3': 2, 'Q4': 2}","{'Q1': 2, 'Q2': 3, 'Q3': 1, 'Q4': 4}",2.75,2.5,3.5,2.5,2.0,2.5,2.62,1.25,2.5,2.5,1.25,2.0,1.5,2.5,1.75,1.91
Lori Guerrero,"{'Q1': 4, 'Q2': 4, 'Q3': 2, 'Q4': 1}","{'Q1': 1, 'Q2': 2, 'Q3': 4, 'Q4': 2}","{'Q1': 3, 'Q2': 1, 'Q3': 3, 'Q4': 4}","{'Q1': 4, 'Q2': 2, 'Q3': 4, 'Q4': 3}","{'Q1': 1, 'Q2': 3, 'Q3': 3, 'Q4': 3}","{'Q1': 1, 'Q2': 1, 'Q3': 3, 'Q4': 1}",2.75,2.25,2.75,3.25,2.5,1.5,2.5,3.0,2.5,2.0,3.0,1.75,1.0,2.75,2.0,2.25
