Name,Year,Student Number,Subject_1,Subject_2,Subject_3,Subject_4,Subject_5,Status,Subject_6,Subject_7,Subject_8,Final Grade,Subjects Failed,Homework_Question_1,Homework_Question_2,Homework_Question_3,Time Allocation_Question_1,Time Allocation_Question_2,Time Allocation_Question_3,Reading and Note Taking_Question_1,Reading and Note Taking_Question_2,Reading and Note Taking_Question_3,Study Period Procedures_Question_1,Study Period Procedures_Question_2,Study Period Procedures_Question_3,Written Works_Question_1,Written Works_Question_2,Written Works_Question_3,Examination_Question_1,Examination_Question_2,Examination_Question_3
Kathy Smith,1,24385567,3.0,1.75,4.0,1.75,1.75,Regular,,,,2.41,0,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree
Johnny Arnold,1,24736770,1.5,2.5,2.75,4.0,2.25,Regular,,,,2.68,0,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly Disagree,Agree
Judy Fisher,4,21282906,3.0,2.75,2.25,1.0,1.75,Regular,,,,2.15,0,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree
Emily Conner,1,24603852,4.0,2.75,3.0,2.25,1.0,Regular,,,,2.5,0,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree
Stephen Gould,4,21271592,2.25,4.0,2.5,5.0,1.0,Irregular,,,,2.95,1,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree
Ashley Cabrera,4,21482846,2.25,1.5,2.25,2.0,1.0,Regular,,,,1.8,0,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree
Amanda Doyle,1,24955439,1.0,2.5,1.5,1.75,1.5,Regular,,,,1.7,0,Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree
Heather Hill,1,24314695,5.0,2.5,1.25,1.5,5.0,Irregular,,,,2.91,2,Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree
Terry Cox,1,24319798,5.0,2.5,1.25,4.0,2.75,Irregular,,,,2.96,1,Strongly Agree,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree
Catherine Tate,3,22494038,1.25,2.75,1.5,1.0,3.0,Regular,1.0,3.0,,1.93,0,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree
Keith Scott,4,21910579,2.5,2.75,2.0,5.0,1.25,Irregular,,,,2.7,1,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree
Mark Martin,3,22326487,2.25,4.0,3.0,1.25,2.75,Regular,2.25,2.75,,2.61,0,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
James Price,1,24568961,2.5,5.0,2.5,5.0,2.75,Irregular,,,,3.62,2,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Disagree
David Martinez,3,22592512,1.25,1.0,4.0,2.0,3.0,Regular,1.5,2.75,,2.21,0,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
Kathleen Patrick,2,23483339,2.5,1.5,4.0,1.0,1.0,Regular,2.25,2.0,2.5,2.08,0,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree
Willie Miller,1,24319543,2.25,2.75,1.0,2.25,1.0,Regular,,,,1.82,0,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree
Walter Morgan,2,23308572,2.75,4.0,1.0,1.75,5.0,Irregular,1.25,4.0,1.75,2.68,1,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree
Jennifer Robinson,4,21546468,2.75,3.0,1.25,1.75,1.0,Regular,,,,1.95,0,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Agree
Teresa Simpson,3,22838227,1.0,2.75,2.5,2.75,1.0,Regular,2.75,2.0,,2.11,0,Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree
Jean Molina,3,22503099,2.0,1.25,1.75,1.5,5.0,Irregular,3.0,2.0,,2.36,1,Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree
Julie Miller,4,21220177,3.0,2.5,4.0,2.0,2.75,Regular,,,,2.85,0,Agree,Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree
Mary Edwards,1,24663863,1.0,4.0,3.0,2.5,1.5,Regular,,,,2.5,0,Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
Laura Miller,3,22400076,1.25,2.75,5.0,3.0,2.25,Irregular,3.0,3.0,,2.89,1,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree
Arthur Lambert,2,23326678,2.75,2.75,1.25,2.5,1.5,Regular,2.25,1.75,1.75,2.03,0,Disagree,Strongly Agree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree
Robert Case,4,21589559,5.0,3.0,2.75,3.0,2.0,Irregular,,,,3.15,1,Strongly Disagree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree
Jackie Mitchell,3,22889793,2.25,3.0,2.25,2.0,1.5,Regular,4.0,2.75,,2.54,0,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree
Kevin Rivera,4,21557040,2.5,1.25,4.0,1.5,1.25,Regular,,,,2.1,0,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree
Jeffrey Lee,3,22354556,2.25,1.75,1.75,2.0,2.5,Regular,2.0,3.0,,2.18,0,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree
Laura Jones,3,22756429,5.0,1.75,2.75,3.0,1.0,Irregular,2.25,4.0,,2.82,1,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree
Molly White,4,21461902,1.75,1.75,2.0,1.25,2.25,Regular,,,,1.8,0,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree
Melanie Mitchell,2,23886384,3.0,4.0,2.25,1.0,1.5,Regular,1.75,1.25,1.25,1.96,0,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree
Amber Harris,4,21090098,4.0,1.25,4.0,1.5,2.5,Regular,,,,2.65,0,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree
Edward Villarreal,3,22914306,2.75,1.0,1.0,1.5,4.0,Regular,1.5,3.0,,2.11,0,Disagree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree
Kevin Lee,4,21334253,4.0,1.5,2.0,1.5,2.0,Regular,,,,2.2,0,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Agree
Kristina Shaw,4,21148989,1.25,1.0,1.75,5.0,3.0,Irregular,,,,2.4,1,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree
Judith Knight,4,21655206,4.0,3.0,1.0,2.0,2.0,Regular,,,,2.4,0,Agree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree
Michael Brown,2,23804328,4.0,3.0,2.0,1.75,2.75,Irregular,1.25,5.0,1.75,2.63,1,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree
Jason Davis,1,24275646,2.75,1.5,2.5,4.0,2.0,Regular,,,,2.54,0,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree
James Barker,3,22665823,2.5,2.75,2.75,4.0,5.0,Irregular,2.25,2.5,,3.11,1,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree
Robert Chapman,4,21325860,2.0,1.0,2.5,1.0,1.5,Regular,,,,1.6,0,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree
Kayla Gomez,3,22250854,4.0,1.0,1.75,2.0,1.25,Regular,3.0,2.5,,2.21,0,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree
Stephanie Lopez,2,23874612,1.5,2.5,3.0,2.75,2.5,Regular,3.0,2.0,4.0,2.71,0,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree
Timothy Simpson,4,21612182,2.75,3.0,2.5,2.25,2.5,Regular,,,,2.6,0,Strongly Disagree,Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree
Jordan Simmons,2,23145840,4.0,2.75,5.0,2.75,2.0,Irregular,2.75,2.75,1.25,2.86,1,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Disagree
Mary Valdez,2,23145696,4.0,2.25,2.75,1.75,1.75,Regular,4.0,2.75,1.25,2.5,0,Disagree,Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree
Stephanie Patel,3,22028905,5.0,2.0,2.25,2.5,4.0,Irregular,1.5,4.0,,3.04,1,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree
Bethany Rodriguez,2,23902355,2.0,1.0,3.0,2.75,4.0,Regular,1.75,1.5,2.25,2.29,0,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree
Justin Reyes,3,22239277,2.75,2.0,3.0,1.75,1.75,Regular,1.5,2.75,,2.21,0,Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Agree
William Moran,3,22336599,2.25,1.75,5.0,3.0,5.0,Irregular,1.75,2.25,,3.0,2,Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree
Caroline Smith,1,24674231,2.0,3.0,4.0,2.0,5.0,Irregular,,,,3.29,1,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree
Richard White,4,21995638,5.0,1.25,1.5,2.75,3.0,Irregular,,,,2.7,1,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree
Nicolas Alexander,1,24468514,1.5,2.5,2.75,1.75,5.0,Irregular,,,,2.79,1,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree
Oscar Wood,4,21026016,2.0,3.0,2.0,1.0,2.25,Regular,,,,2.05,0,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
Barbara Burke,2,23840090,5.0,1.5,2.75,2.0,1.5,Irregular,1.75,1.0,1.5,2.0,1,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree
Eric Smith,2,23122124,1.75,3.0,2.25,3.0,2.5,Regular,1.5,2.25,2.25,2.34,0,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree
Jerry Terry,1,24927803,4.0,1.75,2.25,2.75,1.75,Regular,,,,2.39,0,Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree
James Rose,2,23498355,1.5,3.0,3.0,1.75,3.0,Regular,1.5,2.0,2.0,2.25,0,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree
Jason Baker,3,22719071,4.0,3.0,4.0,2.75,3.0,Irregular,3.0,5.0,,3.54,1,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree
Adam Joseph,2,23675171,2.0,2.0,3.0,1.0,1.0,Regular,4.0,4.0,1.5,2.33,0,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree
Melissa Burke,3,22291509,4.0,1.75,2.75,1.5,2.0,Regular,2.75,2.75,,2.5,0,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree
Susan Chen,3,22659770,4.0,1.25,1.25,2.5,1.5,Regular,3.0,2.25,,2.25,0,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Agree
Michael Perez,3,22512886,1.5,1.25,1.75,4.0,2.5,Regular,2.75,3.0,,2.39,0,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree
Nichole Ortiz,4,21139635,4.0,2.25,2.5,2.5,1.5,Regular,,,,2.55,0,Disagree,Agree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree
Michelle Wang,2,23235327,2.5,4.0,2.25,1.5,2.5,Regular,2.5,1.0,2.75,2.37,0,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree
Kaitlyn Jones,2,23096341,3.0,3.0,1.75,1.75,2.0,Regular,1.75,4.0,2.75,2.48,0,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree
John Wilkins,2,23872499,3.0,1.75,1.0,4.0,1.25,Irregular,2.5,5.0,3.0,2.67,1,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree
Dustin Richards,3,22574327,4.0,2.5,1.5,3.0,4.0,Regular,2.0,2.25,,2.75,0,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree
Kevin Spencer,3,22603643,1.5,2.0,4.0,1.75,1.0,Regular,1.0,2.75,,2.0,0,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree
Julia Mejia,2,23153705,2.75,2.25,5.0,2.5,1.0,Irregular,3.0,2.5,1.75,2.59,1,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Agree
Julie Evans,1,24221974,1.25,2.75,1.75,2.75,2.75,Regular,,,,2.32,0,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Agree
Jennifer Peterson,4,21198135,2.5,3.0,2.75,1.25,1.5,Regular,,,,2.2,0,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree
Cheryl Turner,1,24693520,5.0,1.0,2.75,1.25,2.75,Irregular,,,,2.38,1,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
Samantha Moore,1,24970757,2.75,2.25,5.0,4.0,4.0,Irregular,,,,3.66,1,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Agree,Agree,Disagree
Alyssa Martin,3,22920441,1.75,2.75,2.25,4.0,1.75,Irregular,5.0,4.0,,3.07,1,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree
Holly Wilcox,4,21645370,1.75,2.5,2.5,3.0,3.0,Regular,,,,2.55,0,Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree
Timothy Sanchez,2,23710415,3.0,2.25,2.75,2.75,1.25,Regular,4.0,1.5,1.0,2.28,0,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Agree
Richard Valencia,4,21121529,3.0,1.75,5.0,5.0,2.5,Irregular,,,,3.45,2,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Agree
Michael Bennett,3,22515008,1.75,5.0,2.75,2.5,2.75,Irregular,2.75,1.0,,2.64,1,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree
Justin Osborne,1,24495653,5.0,5.0,1.25,2.75,2.25,Irregular,,,,3.12,2,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Disagree
Donald Hayes,1,24819275,1.75,1.25,5.0,5.0,2.25,Irregular,,,,3.14,2,Agree,Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree
Christopher Nelson,3,22581692,1.5,2.25,2.25,2.75,1.25,Regular,1.0,2.25,,1.89,0,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree
